,Unnamed: 0,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
416,416,Antonio Harvey,SEA,26,210.82,102.0582,Pfeiffer,USA,Undrafted,Undrafted,Undrafted,6,2.5,1.7,0.2,1.4,0.074,0.2289999999999999,0.217,0.55,0.063,1996-97
417,417,Brent Barry,LAC,25,198.12,88.45044,Oregon State,USA,1995,1,15,59,7.5,1.9,2.6,4.1,0.03,0.089,0.2,0.526,0.2239999999999999,1996-97
418,418,Antoine Walker,BOS,20,205.74,101.604608,Kentucky,USA,1996,1,6,82,17.5,9,3.2,-9.3,0.103,0.1889999999999999,0.251,0.474,0.15,1996-97
419,419,A.C. Green,DAL,33,205.74,102.0582,Oregon State,USA,1985,1,23,83,7.2,7.9,0.8,-8,0.1,0.207,0.119,0.523,0.045,1996-97
420,420,Aaron McKie,DET,24,195.58,94.800728,Temple,USA,1994,1,17,83,5.2,2.7,1.9,5.2,0.031,0.129,0.147,0.524,0.163,1996-97
421,421,Aaron Williams,VAN,25,205.74,102.0582,Xavier,USA,Undrafted,Undrafted,Undrafted,33,6.2,4.3,0.5,-8.3,0.129,0.163,0.168,0.599,0.051,1996-97
422,422,Acie Earl,MIL,27,210.82,108.86208,Iowa,USA,1993,1,19,47,4,2,0.4,-6.4,0.079,0.14,0.2239999999999999,0.435,0.077,1996-97
423,423,Adam Keefe,UTA,27,205.74,109.315672,Stanford,USA,1992,1,10,62,3.8,3.5,0.5,6.7,0.11,0.177,0.126,0.5720000000000001,0.051,1996-97
424,424,Adrian Caldwell,PHI,30,203.2,120.20188,Lamar,USA,Undrafted,Undrafted,Undrafted,45,2.2,3.7,0.3,-6.2,0.108,0.208,0.105,0.4429999999999999,0.03,1996-97
425,425,Antonio Davis,IND,28,205.74,104.32616,Texas-El Paso,USA,1990,2,45,82,10.5,7.3,0.8,3.4,0.098,0.206,0.187,0.537,0.049,1996-97
426,426,Aleksandar Djordjevic,POR,29,187.96,89.811216,,USA,Undrafted,Undrafted,Undrafted,8,3.1,0.6,0.6,4.8,0.021,0.07,0.179,0.687,0.135,1996-97
427,427,Allan Houston,NYK,26,198.12,90.7184,Tennessee,USA,1993,1,11,81,14.8,3,2.2,2.9,0.02,0.086,0.223,0.531,0.1169999999999999,1996-97
428,428,Allen Iverson,PHI,22,182.88,74.84268,Georgetown,USA,1996,1,1,76,23.5,4.1,7.5,-7,0.04,0.072,0.284,0.513,0.32,1996-97
429,429,Alan Henderson,ATL,24,205.74,106.59412,Indiana,USA,1995,1,16,30,6.6,3.9,0.8,-9.7,0.114,0.184,0.2019999999999999,0.51,0.078,1996-97
430,430,Alton Lister,BOS,38,213.36,111.13004,Arizona State,USA,1981,1,21,53,1.6,3.2,0.2,-13.3,0.136,0.249,0.1,0.48,0.038,1996-97
431,431,Antoine Carr,UTA,35,205.74,115.66596,Wichita State,USA,1983,1,8,82,7.4,2.4,0.9,2.2,0.054,0.111,0.21,0.522,0.089,1996-97
432,432,Alonzo Mourning,MIA,27,208.28,118.38751200000002,Georgetown,USA,1992,1,2,66,19.8,9.9,1.6,10.5,0.1,0.2289999999999999,0.275,0.578,0.086,1996-97
433,433,Anthony Miller,ATL,25,205.74,115.66596,Michigan State,USA,1994,2,39,1,0,7,0,-50,0.111,0.7140000000000001,0.149,0,0,1996-97
434,434,Anthony Mason,CHH,30,203.2,113.398,Tennessee State,USA,1988,3,53,73,16.2,11.4,5.7,2.6,0.074,0.239,0.179,0.585,0.216,1996-97
435,435,Anthony Goldwire,DEN,25,187.96,82.553744,Houston,USA,1994,2,52,60,6.5,1.4,3.7,-4.1,0.011,0.066,0.168,0.531,0.305,1996-97
436,436,Anthony Peeler,VAN,27,193.04,94.347136,Missouri,USA,1992,1,15,72,14.5,3.4,3.6,-10.4,0.027,0.096,0.248,0.487,0.208,1996-97
437,437,Andrew Lang,MIL,31,210.82,124.7378,Arkansas,USA,1988,2,28,52,5.3,5.3,0.5,-1.2,0.096,0.182,0.123,0.498,0.031,1996-97
438,438,Andrew DeClercq,GSW,24,208.28,104.32616,Florida,USA,1995,2,34,71,5.3,4.2,0.5,-5.6,0.132,0.198,0.173,0.552,0.05,1996-97
439,439,Amal McCaskill,ORL,23,210.82,106.59412,Marquette,USA,1996,2,49,17,1.6,1.3,0.4,-15.7,0.038,0.2,0.206,0.376,0.146,1996-97
440,440,Anfernee Hardaway,ORL,25,200.66,97.52228,Memphis,USA,1993,1,3,59,20.5,4.5,5.6,4.6,0.0409999999999999,0.096,0.254,0.5539999999999999,0.27,1996-97
441,441,Nick Van Exel,LAL,26,185.42,86.18248,Cincinnati,USA,1993,2,37,64,13.8,3,6.9,8.1,0.017,0.088,0.198,0.5379999999999999,0.335,1997-98
442,442,Nick Anderson,ORL,30,198.12,103.418976,Illinois,USA,1989,1,11,58,15.3,5.1,2.1,0.1,0.066,0.1369999999999999,0.249,0.529,0.135,1997-98
443,443,Nate McMillan,SEA,33,195.58,95.25432,North Carolina State,USA,1986,2,30,18,3.4,2.2,3.1,10.4,0.055,0.1369999999999999,0.136,0.46,0.296,1997-98
444,444,Muggsy Bogues,GSW,33,160.02,63.956472,Wake Forest,USA,1987,1,12,61,5.7,2.2,5.4,-8.4,0.02,0.074,0.129,0.492,0.344,1997-98
445,445,Mookie Blaylock,ATL,31,185.42,83.91452,Oklahoma,USA,1989,1,12,70,13.2,4.9,6.7,8.4,0.037,0.11,0.2019999999999999,0.462,0.288,1997-98
446,446,Monty Williams,SAS,26,203.2,102.0582,Notre Dame,USA,1994,1,24,72,6.3,2.5,1.2,0.7,0.064,0.091,0.188,0.505,0.115,1997-98
447,447,Mitchell Butler,CLE,27,195.58,95.25432,UCLA,USA,Undrafted,Undrafted,Undrafted,18,2.1,1.2,1,2,0.036,0.089,0.129,0.36,0.15,1997-98
448,448,Mitch Richmond,SAC,33,195.58,97.52228,Kansas State,USA,1988,1,5,70,23.2,3.3,4,-2.6,0.021,0.079,0.276,0.569,0.1989999999999999,1997-98
449,449,Micheal Williams,MIN,31,187.96,79.3786,Baylor,USA,1988,2,48,25,2.6,0.6,1.3,0.4,0.015,0.077,0.209,0.512,0.299,1997-98
450,450,Matt Geiger,CHH,28,215.9,111.13004,Georgia Tech,USA,1992,2,42,78,11.3,6.7,1,-1.1,0.128,0.214,0.231,0.544,0.076,1997-98
451,451,Michael Smith,VAN,26,203.2,104.32616,Providence,USA,1994,2,35,48,5.2,6.4,1.8,-6.6,0.129,0.206,0.123,0.524,0.121,1997-98
452,452,Michael McDonald,CHH,29,208.28,105.233344,New Orleans,USA,1995,2,55,1,0,1,0,-71.4,0.25,0,0.25,0,0,1997-98
453,453,Michael Jordan,CHI,35,198.12,97.975872,North Carolina,USA,1984,1,3,82,28.7,5.8,3.5,8.5,0.047,0.125,0.336,0.5329999999999999,0.174,1997-98
454,454,Michael Finley,DAL,25,200.66,97.52228,Wisconsin,USA,1995,1,21,82,21.5,5.3,4.9,-6.7,0.048,0.096,0.256,0.522,0.222,1997-98
455,455,Michael Curry,MIL,29,195.58,102.965384,Georgia Southern,USA,Undrafted,Undrafted,Undrafted,82,6.6,1.2,1.7,-3.9,0.016,0.045,0.134,0.5479999999999999,0.1169999999999999,1997-98
456,456,Michael Cage,NJN,36,205.74,112.490816,San Diego State,USA,1984,1,14,79,1.3,3.9,0.4,2.4,0.106,0.203,0.046,0.531,0.038,1997-98
457,457,Maurice Taylor,LAC,21,205.74,117.93392,Michigan,USA,1997,1,14,71,11.5,4.2,0.7,-9.5,0.089,0.136,0.262,0.521,0.069,1997-98
458,458,Matt Maloney,HOU,26,190.5,90.7184,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,78,8.6,1.8,2.8,-1.9,0.009,0.065,0.151,0.539,0.151,1997-98
459,459,Olden Polynice,SAC,33,213.36,113.398,Virginia,USA,1987,1,8,70,7.9,6.3,1.5,-5.9,0.126,0.218,0.207,0.4639999999999999,0.122,1997-98
460,460,Matt Bullard,HOU,31,208.28,106.59412,Iowa,USA,Undrafted,Undrafted,Undrafted,67,7,2.2,0.9,-3.1,0.024,0.118,0.1669999999999999,0.581,0.0819999999999999,1997-98
461,461,Michael Stewart,SAC,23,208.28,104.32616,California,USA,Undrafted,Undrafted,Undrafted,81,4.6,6.6,0.8,-3,0.125,0.211,0.12,0.486,0.054,1997-98
462,462,Oliver Miller,TOR,28,205.74,147.4174,Arkansas,USA,1992,1,22,64,6.3,6.3,3.1,-9.9,0.099,0.177,0.149,0.485,0.187,1997-98
463,463,Randy Livingston,ATL,23,193.04,95.25432,Louisiana State,USA,1996,2,42,12,0.8,0.5,0.4,-5,0.013,0.063,0.104,0.352,0.104,1997-98
464,464,Otis Thorpe,SAC,35,208.28,111.583632,Providence,USA,1984,1,9,74,10.2,7.3,3,-12.5,0.079,0.1989999999999999,0.181,0.515,0.168,1997-98
465,465,Rick Fox,LAL,28,200.66,109.769264,North Carolina,Canada,1991,1,24,82,12,4.4,3.4,7.8,0.034,0.1119999999999999,0.177,0.564,0.155,1997-98
466,466,Marty Conlon,MIA,30,210.82,111.13004,Providence,USA,Undrafted,Undrafted,Undrafted,18,4.9,2.6,0.7,4.4,0.083,0.162,0.191,0.541,0.1009999999999999,1997-98
467,467,Rick Brunson,POR,26,193.04,88.45044,Temple,USA,Undrafted,Undrafted,Undrafted,38,4.3,1.5,2.6,-1.4,0.0279999999999999,0.076,0.161,0.481,0.253,1997-98
468,468,Rex Walters,MIA,28,193.04,86.18248,Kansas,USA,1993,1,16,38,2.1,0.6,0.9,-9.9,0.025,0.085,0.17,0.612,0.25,1997-98
469,469,Rex Chapman,PHX,30,193.04,88.45044,Kentucky,USA,1988,1,8,68,15.9,2.5,3,3.2,0.015,0.072,0.2289999999999999,0.521,0.149,1997-98
470,470,Reggie Slater,TOR,27,200.66,115.66596,Wyoming,USA,Undrafted,Undrafted,Undrafted,78,8,3.9,0.9,-7.2,0.091,0.12,0.188,0.52,0.073,1997-98
471,471,Reggie Miller,IND,32,200.66,83.91452,UCLA,USA,1987,1,11,81,19.5,2.9,2.1,10.5,0.021,0.075,0.237,0.619,0.106,1997-98
472,472,Reggie Jordan,MIN,30,193.04,88.45044,New Mexico State,USA,Undrafted,Undrafted,Undrafted,57,2.6,1.7,0.9,6.8,0.135,0.098,0.156,0.515,0.147,1997-98
473,473,Reggie Hanson,BOS,29,203.2,88.45044,Kentucky,USA,1998,Undrafted,Undrafted,8,0.8,0.8,0.1,7.3,0.1669999999999999,0.188,0.161,0.5,0.0559999999999999,1997-98
474,474,Reggie Geary,SAS,24,187.96,84.821704,Arizona,USA,1996,2,56,62,2.5,1.1,1.2,7.5,0.034,0.078,0.1639999999999999,0.392,0.175,1997-98
475,475,Ray Allen,MIL,22,195.58,92.98636,Connecticut,USA,1996,1,5,82,19.5,4.9,4.3,-0.9,0.047,0.104,0.243,0.539,0.1889999999999999,1997-98
476,476,Rasheed Wallace,POR,23,210.82,102.0582,North Carolina,USA,1995,1,4,77,14.6,6.2,2.5,4.5,0.057,0.134,0.184,0.564,0.114,1997-98
477,477,Randy Brown,CHI,30,187.96,86.636072,New Mexico State,USA,1991,2,31,71,4.1,1.3,2.1,3,0.033,0.061,0.157,0.428,0.207,1997-98
478,478,Priest Lauderdale,DEN,24,223.52,147.4174,Central State (OH),USA,1996,1,28,39,3.7,2.6,0.5,-6.2,0.093,0.251,0.268,0.46,0.121,1997-98
479,479,Popeye Jones,TOR,28,203.2,120.20188,Murray State,USA,1992,2,41,14,8.6,7.3,1.3,-1.4,0.151,0.183,0.184,0.4429999999999999,0.0819999999999999,1997-98
480,480,Pooh Richardson,LAC,32,185.42,81.64656,UCLA,USA,1989,1,10,69,4.2,1.4,3.3,-12.8,0.015,0.072,0.144,0.411,0.28,1997-98
481,481,Pete Myers,NYK,34,198.12,81.64656,Arkansas-Little Rock,USA,1986,6,120,9,1.6,1.1,0.3,6.8,0.143,0.143,0.198,0.5539999999999999,0.158,1997-98
482,482,Pete Chilcutt,VAN,29,208.28,108.86208,North Carolina,USA,1991,1,27,82,4.9,3.7,1.3,-8.3,0.063,0.191,0.138,0.526,0.1119999999999999,1997-98
483,483,Pervis Ellison,BOS,31,205.74,95.25432,Louisville,USA,1989,1,1,33,3,3.3,0.9,0.8,0.131,0.163,0.11,0.589,0.102,1997-98
484,484,Patrick Ewing,NYK,35,213.36,115.66596,Georgetown,Jamaica,1985,1,1,26,20.8,10.2,1.1,6.6,0.083,0.278,0.303,0.557,0.065,1997-98
485,485,P.J. Brown,MIA,28,210.82,108.86208,Louisiana Tech,USA,1992,2,29,74,9.6,8.6,1.4,8,0.121,0.193,0.154,0.522,0.071,1997-98
486,486,Othella Harrington,HOU,24,205.74,106.59412,Georgetown,USA,1996,2,30,58,6,3.6,0.4,-7.3,0.099,0.183,0.182,0.547,0.047,1997-98
487,487,Martin Muursepp,DAL,23,205.74,106.59412,,USA,1996,1,25,41,5.7,2.8,0.7,-3.7,0.085,0.133,0.179,0.528,0.079,1997-98
488,488,Lee Mayberry,VAN,28,185.42,81.64656,Arkansas,USA,1992,1,23,79,4.6,1.4,4.4,-3.5,0.012,0.06,0.1169999999999999,0.489,0.271,1997-98
489,489,Mark West,IND,37,208.28,111.583632,Old Dominion,USA,1983,2,30,15,1.5,1,0.1,-4.5,0.067,0.103,0.135,0.486,0.036,1997-98
490,490,Latrell Sprewell,GSW,27,195.58,86.18248,Alabama,USA,1992,1,24,14,21.4,3.6,4.9,-16.7,0.012,0.091,0.273,0.47,0.2269999999999999,1997-98
491,491,Larry Robinson,VAN,30,190.5,81.64656,Centenary (LA),USA,Undrafted,Undrafted,Undrafted,6,2.8,2,0.2,-2.8,0.043,0.233,0.221,0.428,0.043,1997-98
492,492,Larry Johnson,NYK,29,200.66,119.294696,Nevada-Las Vegas,USA,1991,1,1,70,15.5,5.7,2.1,2.3,0.087,0.1159999999999999,0.2239999999999999,0.539,0.1119999999999999,1997-98
493,493,Lamond Murray,LAC,25,200.66,107.047712,California,USA,1994,1,7,79,15.4,6.1,1.8,-8.2,0.077,0.14,0.223,0.5479999999999999,0.099,1997-98
494,494,LaPhonso Ellis,DEN,28,203.2,108.86208,Notre Dame,USA,1992,1,5,76,14.3,7.2,2.8,-13.2,0.065,0.187,0.2289999999999999,0.484,0.158,1997-98
495,495,Kurt Thomas,DAL,25,205.74,104.32616,Texas Christian,USA,1995,1,10,5,7.4,4.8,0.6,-5.5,0.1159999999999999,0.25,0.347,0.3989999999999999,0.077,1997-98
496,496,Kobe Bryant,LAL,19,200.66,95.25432,,USA,1996,1,13,79,15.4,3.1,2.5,6.9,0.044,0.088,0.268,0.5479999999999999,0.165,1997-98
497,497,Kiwane Garris,DEN,23,187.96,83.007336,Illinois,USA,Undrafted,Undrafted,Undrafted,28,2.4,0.7,1,-17.4,0.016,0.0819999999999999,0.179,0.447,0.214,1997-98
498,498,Khalid Reeves,DAL,25,190.5,91.171992,Arizona,USA,1994,1,12,82,8.7,2.3,2.8,-4.5,0.031,0.075,0.195,0.522,0.196,1997-98
499,499,Kevin Willis,HOU,35,213.36,111.13004,Michigan State,USA,1984,1,11,81,16.1,8.4,1,-1.9,0.109,0.209,0.244,0.555,0.0579999999999999,1997-98
500,500,Kevin Salvadori,SAC,27,213.36,104.779752,North Carolina,USA,Undrafted,Undrafted,Undrafted,16,0.3,1.3,0.2,-9.4,0.0559999999999999,0.156,0.106,0.16,0.051,1997-98
501,501,Kevin Ollie,ORL,25,193.04,88.45044,Connecticut,USA,Undrafted,Undrafted,Undrafted,35,3.5,1.1,1.9,-1.9,0.023,0.078,0.186,0.477,0.263,1997-98
502,502,Kevin Johnson,PHX,32,185.42,86.18248,California,USA,1987,1,7,50,9.5,3.3,4.9,6.8,0.034,0.114,0.1889999999999999,0.555,0.288,1997-98
503,503,Kevin Garnett,MIN,22,210.82,99.79024,,USA,1995,1,5,82,18.5,9.6,4.2,2.5,0.08,0.1969999999999999,0.225,0.527,0.178,1997-98
504,504,Kevin Edwards,ORL,32,190.5,86.18248,DePaul,USA,1988,1,20,39,3.8,1.4,1,-2.7,0.04,0.087,0.181,0.416,0.125,1997-98
505,505,Kerry Kittles,NJN,24,195.58,81.19296800000001,Villanova,USA,1996,1,8,77,17.2,4.7,2.3,1.9,0.051,0.1,0.21,0.525,0.104,1997-98
506,506,Kenny Anderson,BOS,27,185.42,76.203456,Georgia Tech,USA,1991,1,2,61,12.2,2.8,5.7,-0.5,0.024,0.081,0.216,0.491,0.311,1997-98
507,507,Kendall Gill,NJN,30,195.58,97.975872,Illinois,USA,1990,1,5,81,13.4,4.8,2.5,1.1,0.044,0.128,0.1989999999999999,0.486,0.12,1997-98
508,508,Kelvin Cato,POR,23,210.82,115.66596,Iowa State,USA,1997,1,15,74,3.8,3.4,0.3,-2.3,0.103,0.173,0.147,0.496,0.038,1997-98
509,509,Keith Van Horn,NJN,22,208.28,99.79024,Utah,USA,1997,1,2,62,19.7,6.6,1.7,2.9,0.068,0.139,0.251,0.516,0.075,1997-98
510,510,Keith Closs,LAC,22,220.98,96.161504,Central Connecticut State,USA,Undrafted,Undrafted,Undrafted,58,4,2.9,0.3,-8,0.092,0.155,0.162,0.482,0.0409999999999999,1997-98
511,511,Lawrence Funderburke,SAC,27,205.74,104.32616,Ohio State,USA,1994,2,51,52,9.5,4.5,1.2,-7,0.081,0.168,0.212,0.534,0.102,1997-98
512,512,Marko Milic,PHX,21,198.12,106.59412,,Slovenia,1997,2,33,33,2.8,0.8,0.4,7.4,0.076,0.099,0.245,0.644,0.113,1997-98
513,513,Lawrence Moten,WAS,26,195.58,83.91452,Syracuse,USA,1995,2,36,8,1.1,0.1,0.4,-29.5,0.034,0,0.253,0.305,0.214,1997-98
514,514,Rick Mahorn,DET,39,208.28,117.93392,Hampton,USA,1980,2,35,59,2.4,3.3,0.3,5.5,0.108,0.207,0.118,0.49,0.034,1997-98
515,515,Mark Strickland,MIA,27,208.28,99.79024,Temple,USA,Undrafted,Undrafted,Undrafted,51,6.8,4.2,0.5,1.3,0.108,0.178,0.1889999999999999,0.5710000000000001,0.052,1997-98
516,516,Mark Price,ORL,34,182.88,81.64656,Georgia Tech,USA,1986,2,25,63,9.5,2,4.7,-3.1,0.019,0.086,0.23,0.518,0.363,1997-98
517,517,Mark Pope,IND,25,208.28,106.59412,Kentucky,USA,1996,2,52,28,1.4,0.9,0.3,-0.2,0.0559999999999999,0.115,0.145,0.402,0.062,1997-98
518,518,Mark Jackson,IND,33,190.5,83.91452,St. John's (NY),USA,1987,1,18,82,8.3,3.9,8.7,10.2,0.035,0.1159999999999999,0.166,0.501,0.4429999999999999,1997-98
519,519,Mark Hendrickson,SAC,24,205.74,99.79024,Washington State,USA,1996,2,31,48,3.4,3,0.9,-7.6,0.049,0.1639999999999999,0.125,0.4679999999999999,0.086,1997-98
520,520,Mark Davis,PHI,25,200.66,95.25432,Texas Tech,USA,1995,2,48,71,4,2.2,1,-4.4,0.079,0.1169999999999999,0.185,0.489,0.141,1997-98
521,521,Mark Bryant,PHX,33,205.74,111.13004,Seton Hall,USA,1988,1,21,70,4.2,3.5,0.7,6.5,0.106,0.16,0.134,0.545,0.059,1997-98
522,522,Mario Elie,HOU,34,195.58,95.25432,American International,USA,1985,7,160,73,8.4,2.1,3,-0.6,0.024,0.069,0.145,0.575,0.173,1997-98
523,523,Mario Bennett,LAL,24,205.74,106.59412,Arizona State,USA,1995,1,27,45,3.9,2.8,0.4,5,0.1639999999999999,0.207,0.201,0.573,0.084,1997-98
524,524,Marcus Camby,TOR,24,210.82,99.79024,Massachusetts,USA,1996,1,2,63,12.1,7.4,1.8,-7.5,0.106,0.151,0.217,0.4479999999999999,0.095,1997-98
525,525,Malik Sealy,DET,28,203.2,90.7184,St. John's (NY),USA,1992,1,14,77,7.7,2.8,1.3,4.2,0.035,0.126,0.187,0.505,0.108,1997-98
526,526,Malik Rose,SAS,23,200.66,113.398,Drexel,USA,1996,2,44,53,3,1.7,0.4,-6.8,0.104,0.131,0.212,0.485,0.086,1997-98
527,527,Mahmoud Abdul-Rauf,SAC,29,185.42,73.481904,Louisiana State,USA,1990,1,3,31,7.3,1.2,1.9,-6.4,0.012,0.067,0.246,0.405,0.195,1997-98
528,528,Lucious Harris,NJN,27,195.58,92.98636,Long Beach State,USA,1993,2,28,50,3.8,1,0.8,2,0.036,0.057,0.148,0.475,0.098,1997-98
529,529,Luc Longley,CHI,29,218.44,132.448864,New Mexico,USA,1991,1,7,58,11.4,5.9,2.8,7.5,0.075,0.151,0.212,0.492,0.151,1997-98
530,530,Loy Vaught,LAC,30,205.74,104.32616,Michigan,USA,1990,1,13,10,7.5,6.5,0.7,-16.6,0.062,0.228,0.168,0.428,0.045,1997-98
531,531,Lorenzo Williams,WAS,28,205.74,90.7184,Stetson,USA,Undrafted,Undrafted,Undrafted,14,1.9,1.9,0.2,-18.2,0.152,0.11,0.076,0.727,0.039,1997-98
532,532,Lorenzen Wright,LAC,22,210.82,108.86208,Memphis,USA,1996,1,7,69,9,8.8,0.8,-5.5,0.099,0.233,0.156,0.49,0.044,1997-98
533,533,Lloyd Daniels,TOR,30,200.66,92.98636,Mt. San Antonio,USA,Undrafted,Undrafted,Undrafted,6,5.7,1.2,0.7,-16.9,0.0579999999999999,0.045,0.201,0.509,0.089,1997-98
534,534,Litterial Green,MIL,28,185.42,88.45044,Georgia,USA,1992,2,39,21,1.2,0.3,0.8,-1,0.009,0.054,0.142,0.3929999999999999,0.211,1997-98
535,535,Lindsey Hunter,DET,27,187.96,88.45044,Jackson State,USA,1993,1,10,71,12.1,3.5,3.2,-0.3,0.0289999999999999,0.088,0.191,0.472,0.15,1997-98
536,536,Ledell Eackles,WAS,31,195.58,104.779752,New Orleans,USA,1988,2,36,42,5.2,1.8,0.4,0.4,0.05,0.102,0.184,0.542,0.054,1997-98
537,537,Ricky Pierce,MIL,38,193.04,97.52228,Rice,USA,1982,1,18,39,3.9,1.2,0.9,-12.5,0.049,0.078,0.195,0.455,0.155,1997-98
538,538,Sean Higgins,POR,29,205.74,92.98636,Michigan,USA,1990,2,54,2,0,0,0,-49.8,0,0,0.181,0,0,1997-98
539,539,Robert Horry,LAL,27,208.28,99.79024,Alabama,USA,1992,1,11,72,7.4,7.5,2.3,11.6,0.1,0.179,0.121,0.542,0.104,1997-98
540,540,Tracy Murray,WAS,26,200.66,103.418976,UCLA,USA,1992,1,18,82,15.1,3.4,1,-0.2,0.037,0.106,0.235,0.563,0.065,1997-98
541,541,Tracy McGrady,TOR,19,203.2,95.25432,,USA,1997,1,9,64,7,4.2,1.5,-9.5,0.095,0.155,0.187,0.505,0.136,1997-98
542,542,Tony Smith,MIL,30,190.5,83.91452,Marquette,USA,1990,2,51,7,2.7,1,1.4,-13.7,0.052,0.057,0.195,0.369,0.238,1997-98
543,543,Tony Massenburg,VAN,30,205.74,113.398,Maryland,USA,1990,2,43,61,6.5,3.8,0.3,-10.5,0.104,0.1969999999999999,0.214,0.536,0.04,1997-98
544,544,Tony Farmer,CHH,28,205.74,111.13004,Nebraska,USA,Undrafted,Undrafted,Undrafted,27,2.5,1.2,0.2,-6.4,0.103,0.108,0.198,0.477,0.046,1997-98
545,545,Tony Dumas,CLE,25,198.12,86.18248,Missouri-Kansas City,USA,1994,1,19,7,2,0.7,0.7,11,0.031,0.108,0.2019999999999999,0.526,0.179,1997-98
546,546,Tony Delk,GSW,24,187.96,87.089664,Kentucky,USA,1996,1,16,77,10.1,2.2,2.2,-9.3,0.024,0.086,0.254,0.452,0.1939999999999999,1997-98
547,547,Tony Battie,DEN,22,210.82,108.86208,Texas Tech,USA,1997,1,5,65,8.4,5.4,0.9,-15.6,0.1009999999999999,0.1669999999999999,0.2019999999999999,0.477,0.075,1997-98
548,548,Toni Kukoc,CHI,29,210.82,105.233344,,Croatia,1990,2,29,74,13.3,4.4,4.2,10.2,0.062,0.104,0.218,0.524,0.231,1997-98
549,549,Travis Best,IND,25,180.34,82.553744,Georgia Tech,USA,1995,1,23,82,6.5,1.5,3.4,2.2,0.023,0.074,0.204,0.498,0.331,1997-98
550,550,Tom Hammonds,MIN,31,205.74,102.0582,Georgia Tech,USA,1989,1,9,57,6.1,4.8,0.6,-2.3,0.1,0.178,0.1369999999999999,0.569,0.048,1997-98
551,551,Tom Chambers,PHI,39,208.28,99.79024,Utah,USA,1981,1,8,1,6,2,0,-17.8,0,0.1669999999999999,0.157,1.042,0,1997-98
552,552,Todd Fuller,GSW,23,210.82,115.66596,North Carolina State,USA,1996,1,11,57,4,3.4,0.2,-4.6,0.099,0.233,0.187,0.473,0.027,1997-98
553,553,Todd Day,MIA,28,198.12,85.275296,Arkansas,USA,1992,1,8,5,6,1.2,1.4,9.7,0.062,0.042,0.2239999999999999,0.429,0.132,1997-98
554,554,Tim Thomas,PHI,21,208.28,104.32616,Villanova,USA,1997,1,7,77,11,3.7,1.2,-4.9,0.069,0.118,0.2269999999999999,0.5379999999999999,0.092,1997-98
555,555,Tim Legler,WAS,31,193.04,90.7184,La Salle,USA,Undrafted,Undrafted,Undrafted,8,1.1,0.5,0.4,-5.6,0.026,0.036,0.144,0.217,0.0579999999999999,1997-98
556,556,Tim Kempton,TOR,34,208.28,111.13004,Notre Dame,USA,1986,6,124,8,0.5,0.8,0.4,-12.7,0.108,0.045,0.128,0.222,0.094,1997-98
557,557,Tim Hardaway,MIA,31,182.88,88.45044,Texas-El Paso,USA,1989,1,14,81,18.9,3.7,8.3,8.1,0.019,0.094,0.254,0.53,0.401,1997-98
558,558,Tim Duncan,SAS,22,213.36,112.490816,Wake Forest,US Virgin Islands,1997,1,1,82,21.1,11.9,2.7,8,0.108,0.238,0.262,0.5770000000000001,0.131,1997-98
559,559,Tim Breaux,MIL,27,200.66,97.52228,Wyoming,USA,Undrafted,Undrafted,Undrafted,6,1.7,0.3,0.3,1.2,0,0.069,0.209,0.421,0.154,1997-98
560,560,Tom Gugliotta,MIN,28,208.28,108.86208,North Carolina State,USA,1992,1,6,41,20.1,8.7,4.1,3.2,0.078,0.176,0.236,0.561,0.177,1997-98
561,561,Travis Knight,BOS,23,213.36,106.59412,Connecticut,USA,1996,1,29,74,6.5,4.9,1.4,-4.9,0.104,0.188,0.162,0.499,0.108,1997-98
562,562,Travis Williams,CHH,29,200.66,113.398,South Carolina State,USA,Undrafted,Undrafted,Undrafted,39,3.5,2.4,0.5,-5.4,0.162,0.134,0.205,0.488,0.094,1997-98
563,563,Troy Hudson,UTA,22,185.42,80.73937600000001,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,8,1.5,0.3,0.5,-6.4,0.053,0.048,0.302,0.429,0.444,1997-98
564,564,Chuck Person,SAS,34,203.2,106.59412,Auburn,USA,1986,1,4,61,6.7,3.3,1.4,5.6,0.0139999999999999,0.14,0.155,0.494,0.095,1997-98
565,565,Zydrunas Ilgauskas,CLE,23,220.98,117.93392,,Lithuania,1996,1,20,82,13.9,8.8,0.9,4.4,0.147,0.222,0.223,0.564,0.054,1997-98
566,566,Zan Tabak,BOS,28,213.36,111.13004,,USA,1991,2,51,57,5.4,3.7,0.8,-11.4,0.094,0.17,0.18,0.4639999999999999,0.083,1997-98
567,567,Yinka Dare,NJN,25,213.36,120.20188,George Washington,USA,1994,1,14,10,1.2,1.7,0.1,-15.9,0.135,0.163,0.162,0.2789999999999999,0.026,1997-98
568,568,Xavier McDaniel,NJN,35,200.66,92.98636,Wichita State,USA,1985,1,4,20,1.3,1.6,0.5,-2.1,0.069,0.135,0.102,0.373,0.083,1997-98
